date,price
2014-02-02,84.2915
2014-02-03,84.619
2014-02-04,84.5375
2014-02-05,84.726
2014-02-06,84.774
2014-02-07,84.953
2014-02-09,84.592
2014-02-10,85.229
2014-02-11,84.8655
2014-02-12,84.415
2014-02-13,85.4035
2014-02-14,84.695
2014-02-16,84.708
2014-02-17,84.777
2014-02-18,85.547
2014-02-19,85.474
2014-02-20,85.384
2014-02-21,85.3775
2014-02-23,85.192
2014-02-24,85.26
2014-02-25,85.2015
2014-02-26,84.845
2014-02-27,84.989
2014-02-28,85.293
2014-03-02,85.212
2014-03-03,85.219
2014-03-04,85.079
2014-03-05,84.805
2014-03-06,84.7085
2014-03-07,84.774
2014-03-09,85.001
2014-03-10,84.435
2014-03-11,84.467
2014-03-12,85.117
2014-03-13,84.844
2014-03-14,85.164
2014-03-16,85.156
2014-03-17,85.0495
2014-03-18,85.158
2014-03-19,84.347
2014-03-20,84.52
2014-03-21,84.0025
2014-03-23,84.189
2014-03-24,84.113
2014-03-25,83.633
2014-03-26,82.898
2014-03-27,82.78
2014-03-28,82.3665
2014-03-30,82.2825
2014-03-31,82.6465
2014-04-01,82.7815
2014-04-02,82.474
2014-04-03,82.553
2014-04-04,82.3345
2014-04-06,82.029
2014-04-07,82.604
2014-04-08,82.9
2014-04-09,83.334
2014-04-10,83.432
2014-04-11,83.56
2014-04-13,83.57
2014-04-14,83.275
2014-04-15,83.209
2014-04-16,83.414
2014-04-17,83.2975
2014-04-18,83.298
2014-04-20,83.3545
2014-04-21,83.576
2014-04-22,83.886
2014-04-23,84.415
2014-04-24,84.5305
2014-04-25,83.89
2014-04-27,83.9335
2014-04-28,84.0
2014-04-29,83.459
2014-04-30,83.683
2014-05-01,83.5915
2014-05-02,83.4795
2014-05-04,83.271
2014-05-05,83.589
2014-05-06,83.541
2014-05-07,83.507
2014-05-08,82.9075
2014-05-09,82.509
2014-05-11,82.3535
2014-05-12,82.618
2014-05-13,81.4935
2014-05-14,81.5835
2014-05-15,81.5325
2014-05-16,80.229
2014-05-18,80.229
2014-05-19,80.0265
2014-05-20,80.2855
2014-05-21,80.336
2014-05-22,79.594
2014-05-23,79.793
2014-05-25,79.6275
2014-05-26,80.1225
2014-05-27,80.5045
2014-05-28,80.1125
2014-05-29,80.143
2014-05-30,80.6885
2014-06-01,80.647
2014-06-02,80.4305
2014-06-03,80.8655
2014-06-04,80.615
2014-06-05,80.9495
2014-06-06,80.7295
2014-06-08,80.766
2014-06-09,80.4835
2014-06-10,80.2275
2014-06-11,80.3045
2014-06-12,80.3625
2014-06-13,80.8625
2014-06-15,80.802
2014-06-16,81.6985
2014-06-17,81.723
2014-06-18,81.9805
2014-06-19,81.78
2014-06-20,81.835
2014-06-22,81.835
2014-06-23,81.8445
2014-06-24,81.8505
2014-06-25,81.8955
2014-06-26,81.9545
2014-06-27,81.9555
2014-06-29,81.955
2014-06-30,82.2345
2014-07-01,82.1595
2014-07-02,81.543
2014-07-03,81.312
2014-07-04,81.199
2014-07-06,81.199
2014-07-07,81.5715
2014-07-08,81.3445
2014-07-09,81.5495
2014-07-10,81.9255
2014-07-11,81.7835
2014-07-13,81.7625
2014-07-14,81.8905
2014-07-15,81.6015
2014-07-16,81.322
2014-07-17,81.412
2014-07-18,81.5325
2014-07-20,81.574
2014-07-21,81.4725
2014-07-22,80.9345
2014-07-23,80.817
2014-07-24,80.9525
2014-07-25,80.6695
2014-07-27,80.681
2014-07-28,80.764
2014-07-29,80.634
2014-07-30,80.469
2014-07-31,81.077
2014-08-01,82.2145
2014-08-03,82.188
2014-08-04,81.8005
2014-08-05,81.393
2014-08-06,82.302
2014-08-07,81.845
2014-08-08,82.0015
2014-08-10,81.984
2014-08-11,81.886
2014-08-12,81.6675
2014-08-13,81.6505
2014-08-14,81.2095
2014-08-15,81.439
2014-08-17,81.445
2014-08-18,81.22
2014-08-19,80.819
2014-08-20,80.3785
2014-08-21,80.5885
2014-08-22,80.0835
2014-08-24,79.797
2014-08-25,79.907
2014-08-26,79.587
2014-08-27,79.7585
2014-08-28,79.7575
2014-08-29,79.478
2014-08-31,79.486
2014-09-01,79.4635
2014-09-02,79.6975
2014-09-03,79.5505
2014-09-04,78.1365
2014-09-05,78.2145
2014-09-07,78.2315
2014-09-08,77.7365
2014-09-09,78.4075
2014-09-10,78.703
2014-09-11,78.7585
2014-09-12,78.6395
2014-09-14,78.4859
2014-09-15,79.079
2014-09-16,79.1335
2014-09-17,78.3705
2014-09-18,78.4945
2014-09-19,78.077
2014-09-21,78.0775
2014-09-22,78.3145
2014-09-23,78.4375
2014-09-24,77.8875
2014-09-25,78.2055
2014-09-26,77.5595
2014-09-28,77.5565
2014-09-29,78.089
2014-09-30,78.2425
2014-10-01,77.922
2014-10-02,77.9685
2014-10-03,77.036
2014-10-05,77.018
2014-10-06,77.882
2014-10-07,77.6705
2014-10-08,78.136
2014-10-09,77.482
2014-10-10,77.391
2014-10-12,77.3915
2014-10-13,77.806
2014-10-14,77.726
2014-10-15,78.7935
2014-10-16,79.214
2014-10-17,78.317
2014-10-19,78.2285
2014-10-20,78.3745
2014-10-21,77.7555
2014-10-22,77.412
2014-10-23,77.359
2014-10-24,77.5055
2014-10-26,77.5065
2014-10-27,77.848
2014-10-28,77.92
2014-10-29,77.4245
2014-10-30,77.494
2014-10-31,76.907
2014-11-02,77.2016
2014-11-03,76.6675
2014-11-04,77.023
2014-11-05,76.708
2014-11-06,76.1065
2014-11-07,76.62
2014-11-09,76.4044
2014-11-10,76.3705
2014-11-11,76.74
2014-11-12,76.3445
2014-11-13,76.8555
2014-11-14,77.289
2014-11-16,77.2985
2014-11-17,76.9785
2014-11-18,77.3845
2014-11-19,77.766
2014-11-20,77.657
2014-11-21,76.533
2014-11-23,76.5365
2014-11-24,76.9695
2014-11-25,77.1735
2014-11-26,77.281
2014-11-27,77.121
2014-11-28,77.464
2014-11-30,77.4261
2014-12-01,77.258
2014-12-02,76.5205
2014-12-03,76.1595
2014-12-04,76.49
2014-12-05,76.0695
2014-12-07,76.073
2014-12-08,76.1495
2014-12-09,76.5765
2014-12-10,77.3205
2014-12-11,77.544
2014-12-12,77.919
2014-12-14,77.9255
2014-12-15,78.574
2014-12-16,79.6485
2014-12-17,78.409
2014-12-18,77.3895
2014-12-19,77.339
2014-12-21,77.401
2014-12-22,77.3335
2014-12-23,77.2225
2014-12-24,77.4595
2014-12-25,77.6375
2014-12-26,77.397
2014-12-28,77.5785
2014-12-29,77.3715
2014-12-30,77.0605
2014-12-31,76.2625
2015-01-01,76.685
2015-01-02,75.958
2015-01-04,75.958
2015-01-05,75.593
2015-01-06,75.5845
2015-01-07,74.917
2015-01-08,73.9095
2015-01-09,73.8375
2015-01-11,73.847
2015-01-12,73.453
2015-01-13,72.966
2015-01-14,73.207
2015-01-15,72.1845
2015-01-16,71.5805
2015-01-18,71.531
2015-01-19,71.545
2015-01-20,71.215
2015-01-21,71.474
2015-01-22,70.0235
2015-01-23,68.862
2015-01-25,68.862
2015-01-26,69.097
2015-01-27,69.8905
2015-01-28,69.261
2015-01-29,69.9585
2015-01-30,70.0115
2015-02-01,69.9895
2015-02-02,70.0015
2015-02-03,70.718
2015-02-04,70.169
2015-02-05,70.823
2015-02-06,70.122
2015-02-08,70.1135
2015-02-09,70.3805
2015-02-10,70.5605
2015-02-11,70.7005
2015-02-12,70.8695
2015-02-13,70.6765
2015-02-15,70.6495
2015-02-16,70.517
2015-02-17,70.933
2015-02-18,70.729
2015-02-19,70.6295
2015-02-20,70.683
2015-02-22,70.683
2015-02-23,70.446
2015-02-24,70.507
2015-02-25,70.2845
2015-02-26,69.126
2015-02-27,69.0305
2015-03-01,69.03
2015-03-02,69.1895
2015-03-03,69.0885
2015-03-04,69.0325
2015-03-05,68.8095
2015-03-06,67.735
2015-03-08,67.732
2015-03-09,67.973
2015-03-10,67.098
2015-03-11,66.215
2015-03-12,66.517
2015-03-13,66.2065
2015-03-15,66.212
2015-03-16,66.3495
2015-03-17,66.3715
2015-03-18,68.134
2015-03-19,66.614
2015-03-20,67.54
2015-03-22,67.534
2015-03-23,68.12
2015-03-24,68.1245
2015-03-25,68.4755
2015-03-26,68.3905
2015-03-27,68.078
2015-03-29,68.087
2015-03-30,67.717
2015-03-31,66.845
2015-04-01,66.889
2015-04-02,67.5505
2015-04-03,68.0195
2015-04-05,68.113
2015-04-06,67.9525
2015-04-07,67.37
2015-04-08,67.051
2015-04-09,66.415
2015-04-10,66.037
2015-04-12,66.032
2015-04-13,65.948
2015-04-14,66.337
2015-04-15,66.641
2015-04-16,67.063
2015-04-17,67.598
2015-04-19,67.592
2015-04-20,67.8065
2015-04-21,67.4775
2015-04-22,67.556
2015-04-23,68.5065
2015-04-24,69.2265
2015-04-26,69.198
2015-04-27,68.9745
2015-04-28,69.2425
2015-04-29,70.6405
2015-04-30,71.309
2015-05-01,71.3755
2015-05-03,71.299
2015-05-04,70.7945
2015-05-05,70.8845
2015-05-06,72.228
2015-05-07,72.1875
2015-05-08,71.385
2015-05-10,71.401
2015-05-11,71.4
2015-05-12,71.9375
2015-05-13,72.703
2015-05-14,72.32
2015-05-15,72.655
2015-05-17,72.636
2015-05-18,72.089
2015-05-19,71.093
2015-05-20,70.5495
2015-05-21,70.653
2015-05-22,69.95
2015-05-24,69.95
2015-05-25,69.703
2015-05-26,69.56
2015-05-27,69.6025
2015-05-28,69.8175
2015-05-29,70.041
2015-05-31,70.041
2015-06-01,69.492
2015-06-02,71.042
2015-06-03,72.1405
2015-06-04,71.886
2015-06-05,70.867
2015-06-07,70.873
2015-06-08,72.202
2015-06-09,72.2255
2015-06-10,72.225
2015-06-11,72.0055
2015-06-12,72.237
2015-06-14,72.234
2015-06-15,72.3095
2015-06-16,72.1705
2015-06-17,72.5715
2015-06-18,72.223
2015-06-19,72.092
2015-06-21,72.092
2015-06-22,72.042
2015-06-23,71.0485
2015-06-24,71.1805
2015-06-25,71.169
2015-06-26,70.851
2015-06-28,70.883
2015-06-29,71.5815
2015-06-30,70.839
2015-07-01,70.245
2015-07-02,70.1635
2015-07-03,70.4755
2015-07-05,70.475
2015-07-06,69.951
2015-07-07,69.903
2015-07-08,70.3065
2015-07-09,69.894
2015-07-10,70.736
2015-07-12,70.743
2015-07-13,69.8175
2015-07-14,69.682
2015-07-15,69.5305
2015-07-16,69.0185
2015-07-17,68.752
2015-07-19,68.755
2015-07-20,68.8595
2015-07-21,69.5405
2015-07-22,69.5055
2015-07-23,70.2015
2015-07-24,70.414
2015-07-26,70.427
2015-07-27,71.223
2015-07-28,70.5615
2015-07-29,70.114
2015-07-30,70.1215
2015-07-31,70.31
2015-08-02,70.3
2015-08-03,70.2765
2015-08-04,69.425
2015-08-05,69.4625
2015-08-06,69.6165
2015-08-07,69.9125
2015-08-09,69.916
2015-08-10,70.2745
2015-08-11,71.026
2015-08-12,72.3555
2015-08-13,72.6945
2015-08-14,72.335
2015-08-16,72.351
2015-08-17,72.4905
2015-08-18,72.1365
2015-08-19,72.3985
2015-08-20,73.5565
2015-08-21,75.209
2015-08-23,75.229
2015-08-24,77.6515
2015-08-25,76.3385
2015-08-26,74.6835
2015-08-27,74.1845
2015-08-28,73.9525
2015-08-30,73.982
2015-08-31,74.4785
2015-09-01,75.1095
2015-09-02,74.325
2015-09-03,73.5265
2015-09-04,74.334
2015-09-06,74.347
2015-09-07,74.6945
2015-09-08,74.2455
2015-09-09,74.6465
2015-09-10,74.7815
2015-09-11,75.114
2015-09-13,75.097
2015-09-14,75.011
2015-09-15,74.8625
2015-09-16,74.7575
2015-09-17,75.5625
2015-09-18,74.4675
2015-09-20,74.481
2015-09-21,73.505
2015-09-22,73.291
2015-09-23,74.037
2015-09-24,74.241
2015-09-25,74.0735
2015-09-27,74.074
2015-09-28,74.521
2015-09-29,74.0605
2015-09-30,73.228
2015-10-01,73.48
2015-10-02,73.2705
2015-10-04,73.277
2015-10-05,72.8555
2015-10-06,73.41
2015-10-07,72.9255
2015-10-08,73.109
2015-10-09,73.577
2015-10-11,73.577
2015-10-12,73.578
2015-10-13,74.0885
2015-10-14,74.2745
2015-10-15,73.738
2015-10-16,73.4155
2015-10-18,73.448
2015-10-19,73.5175
2015-10-20,73.7825
2015-10-21,73.869
2015-10-22,72.0365
2015-10-23,71.4955
2015-10-25,71.495
2015-10-26,71.7795
2015-10-27,71.939
2015-10-28,70.9325
2015-10-29,71.84
2015-10-30,72.001
2015-11-01,72.021
2015-11-02,72.2325
2015-11-03,71.913
2015-11-04,71.291
2015-11-05,71.682
2015-11-06,71.041
2015-11-08,71.041
2015-11-09,71.457
2015-11-10,70.99
2015-11-11,70.9855
2015-11-12,71.455
2015-11-13,71.208
2015-11-15,71.215
2015-11-16,70.4085
2015-11-17,70.2335
2015-11-18,70.3875
2015-11-19,70.941
2015-11-20,70.3255
2015-11-22,70.7025
2015-11-23,70.618
2015-11-24,70.5095
2015-11-25,70.526
2015-11-26,70.6255
2015-11-27,70.875
2015-11-29,70.875
2015-11-30,70.2145
2015-12-01,70.629
2015-12-02,70.686
2015-12-03,73.0515
2015-12-04,72.5505
2015-12-06,72.538
2015-12-07,72.3515
2015-12-08,72.831
2015-12-09,73.711
2015-12-10,73.035
2015-12-11,73.793
2015-12-13,73.4315
2015-12-14,73.7485
2015-12-15,73.0645
2015-12-16,72.5415
2015-12-17,71.904
2015-12-18,72.006
2015-12-20,71.986
2015-12-21,72.3095
2015-12-22,72.5665
2015-12-23,72.043
2015-12-24,72.3405
2015-12-25,72.4765
2015-12-27,72.2702
2015-12-28,72.539
2015-12-29,72.3125
2015-12-30,72.674
2015-12-31,71.9055
2016-01-01,71.931
2016-01-03,72.0666
2016-01-04,72.1155
2016-01-05,71.4535
2016-01-06,71.9075
2016-01-07,73.149
2016-01-08,73.074
2016-01-10,72.475
2016-01-11,72.5015
2016-01-12,72.6905
2016-01-13,72.7865
2016-01-14,73.142
2016-01-15,73.9895
2016-01-17,73.7889
2016-01-18,73.7
2016-01-19,73.8875
2016-01-20,74.0125
2016-01-21,73.7255
2016-01-22,72.9325
2016-01-24,73.235
2016-01-25,73.5075
2016-01-26,73.643
2016-01-27,74.2285
2016-01-28,74.4425
2016-01-29,73.5555
2016-01-31,74.0313
2016-02-01,73.862
2016-02-02,74.2215
2016-02-03,75.4345
2016-02-04,75.704
2016-02-05,75.6685
2016-02-07,75.669
2016-02-08,76.181
2016-02-09,76.68
2016-02-10,76.615
2016-02-11,77.536
2016-02-12,76.7045
2016-02-14,76.9189
2016-02-15,76.0005
2016-02-16,76.307
2016-02-17,76.036
2016-02-18,76.1295
2016-02-19,76.3215
2016-02-21,76.321
2016-02-22,75.5885
2016-02-23,75.558
2016-02-24,75.3635
2016-02-25,75.806
2016-02-26,75.1575
2016-02-28,75.7189
2016-02-29,74.1625
2016-03-01,73.6275
2016-03-02,73.2455
2016-03-03,73.5555
2016-03-04,73.658
2016-03-06,73.6618
2016-03-07,73.7815
2016-03-08,74.097
2016-03-09,73.8695
2016-03-10,75.246
2016-03-11,74.6235
2016-03-13,74.496
2016-03-14,74.5635
2016-03-15,74.843
2016-03-16,75.4015
2016-03-17,75.4065
2016-03-18,74.8145
2016-03-20,74.808
2016-03-21,74.7525
2016-03-22,74.8795
2016-03-23,74.855
2016-03-24,74.7715
2016-03-25,74.6215
2016-03-27,74.804
2016-03-28,74.5745
2016-03-29,74.9445
2016-03-30,75.256
2016-03-31,75.398
2016-04-01,75.577
2016-04-03,75.59
2016-04-04,75.308
2016-04-05,75.6145
2016-04-06,75.823
2016-04-07,75.949
2016-04-08,75.878
2016-04-10,75.875
2016-04-11,75.6205
2016-04-12,75.4695
2016-04-13,74.968
2016-04-14,75.0415
2016-04-15,75.213
2016-04-17,75.213
2016-04-18,75.1435
2016-04-19,75.1325
2016-04-20,74.7475
2016-04-21,75.0535
2016-04-22,74.8825
2016-04-24,74.843
2016-04-25,75.1405
2016-04-26,75.0265
2016-04-27,75.132
2016-04-28,75.385
2016-04-29,76.0965
2016-05-01,76.07
2016-05-02,76.524
2016-05-03,76.522
2016-05-04,76.534
2016-05-05,75.909
2016-05-06,75.9575
2016-05-08,75.958
2016-05-09,75.9835
2016-05-10,75.773
2016-05-11,76.0425
2016-05-12,75.949
2016-05-13,75.593
2016-05-15,75.606
2016-05-16,75.664
2016-05-17,75.6055
2016-05-18,75.3115
2016-05-19,75.5485
2016-05-20,75.659
2016-05-22,75.68
2016-05-23,75.6265
2016-05-24,75.347
2016-05-25,75.043
2016-05-26,74.9175
2016-05-27,74.505
2016-05-29,74.505
2016-05-30,74.872
2016-05-31,74.8165
2016-06-01,75.4515
2016-06-02,75.0105
2016-06-03,76.1585
2016-06-05,76.158
2016-06-06,75.8365
2016-06-07,75.7105
2016-06-08,75.77
2016-06-09,75.5375
2016-06-10,75.328
2016-06-12,75.328
2016-06-13,75.867
2016-06-14,75.4215
2016-06-15,75.527
2016-06-16,75.5675
2016-06-17,75.639
2016-06-19,75.639
2016-06-20,76.427
2016-06-21,76.019
2016-06-22,76.1975
2016-06-23,76.621
2016-06-24,75.4675
2016-06-26,75.0185
2016-06-27,74.865
2016-06-28,74.937
2016-06-29,75.0065
2016-06-30,74.966
2016-07-01,74.8225
2016-07-03,74.823
2016-07-04,75.0375
2016-07-05,74.69
2016-07-06,74.8225
2016-07-07,74.67
2016-07-08,74.219
2016-07-10,74.5245
2016-07-11,74.2405
2016-07-12,74.071
2016-07-13,74.3205
2016-07-14,74.3295
2016-07-15,74.0965
2016-07-17,74.08
2016-07-18,74.347
2016-07-19,74.0725
2016-07-20,73.9805
2016-07-21,74.0365
2016-07-22,73.705
2016-07-24,73.705
2016-07-25,74.113
2016-07-26,73.969
2016-07-27,74.1715
2016-07-28,74.221
2016-07-29,74.4805
2016-07-31,74.426
2016-08-01,74.5255
2016-08-02,74.867
2016-08-03,74.4385
2016-08-04,74.3865
2016-08-05,74.0975
2016-08-07,74.4158
2016-08-08,74.109
2016-08-09,74.25
2016-08-10,74.62
2016-08-11,74.3405
2016-08-12,74.6755
2016-08-14,74.696
2016-08-15,74.768
2016-08-16,75.423
2016-08-17,75.512
2016-08-18,75.8785
2016-08-19,76.0395
2016-08-21,76.04
2016-08-22,76.063
2016-08-23,75.878
2016-08-24,75.654
2016-08-25,75.614
2016-08-26,75.1795
2016-08-28,75.7011
2016-08-29,75.093
2016-08-30,74.819
2016-08-31,74.7355
2016-09-01,74.797
2016-09-02,74.5165
2016-09-04,74.517
2016-09-05,74.0875
2016-09-06,74.6015
2016-09-07,74.7345
2016-09-08,75.0325
2016-09-09,75.1395
2016-09-11,74.899
2016-09-12,74.9735
2016-09-13,75.3315
2016-09-14,75.147
2016-09-15,75.174
2016-09-16,74.839
2016-09-18,74.846
2016-09-19,74.8465
2016-09-20,74.715
2016-09-21,74.6795
2016-09-22,74.6795
2016-09-23,74.885
2016-09-25,74.885
2016-09-26,74.966
2016-09-27,74.4955
2016-09-28,74.4165
2016-09-29,74.9835
2016-09-30,74.8155
2016-10-02,74.331
2016-10-03,74.6045
2016-10-04,74.6355
2016-10-05,74.5975
2016-10-06,74.3705
2016-10-07,74.6005
2016-10-09,74.3261
2016-10-10,74.059
2016-10-11,73.8785
2016-10-12,73.5505
2016-10-13,73.8515
2016-10-14,73.1955
2016-10-16,73.4619
2016-10-17,73.4645
2016-10-18,73.2755
2016-10-19,73.137
2016-10-20,73.045
2016-10-21,72.8415
2016-10-23,72.8253
2016-10-24,72.737
2016-10-25,72.7385
2016-10-26,72.9405
2016-10-27,72.88
2016-10-28,73.369
2016-10-30,72.8878
2016-10-31,73.2275
2016-11-01,73.735
2016-11-02,74.0885
2016-11-03,74.0385
2016-11-04,74.4165
2016-11-06,74.0964
2016-11-07,73.69
2016-11-08,73.0425
2016-11-09,72.5645
2016-11-10,72.8365
2016-11-11,73.3485
2016-11-13,73.349
2016-11-14,72.781
2016-11-15,72.676
2016-11-16,72.6975
2016-11-17,72.282
2016-11-18,72.2
2016-11-20,72.4256
2016-11-21,72.5225
2016-11-22,72.6835
2016-11-23,72.6015
2016-11-24,72.57
2016-11-25,72.5405
2016-11-27,72.595
2016-11-28,72.794
2016-11-29,73.0685
2016-11-30,72.6315
2016-12-01,72.7525
2016-12-02,72.6055
2016-12-04,72.561
2016-12-05,73.222
2016-12-06,72.6055
2016-12-07,72.5155
2016-12-08,71.703
2016-12-09,71.262
2016-12-11,71.262
2016-12-12,71.709
2016-12-13,71.637
2016-12-14,71.0955
2016-12-15,70.666
2016-12-16,70.9155
2016-12-19,70.574
2016-12-20,70.5515
2016-12-21,70.7165
2016-12-22,70.8055
2016-12-23,70.9335
2016-12-26,70.85
2016-12-27,71.084
2016-12-28,71.0505
2016-12-29,71.2745
2016-12-30,71.461
2017-01-02,71.2765
2017-01-03,71.0315
2017-01-04,71.205
2017-01-05,71.8545
2017-01-06,71.7455
2017-01-09,72.0095
2017-01-10,72.1195
2017-01-11,72.291
2017-01-12,72.3145
2017-01-13,72.571
2017-01-16,72.209
2017-01-17,72.7035
2017-01-18,72.5215
2017-01-19,72.622
2017-01-20,72.861
2017-01-23,73.256
2017-01-24,73.1185
2017-01-25,73.073
2017-01-26,72.832
2017-01-27,72.8655
2017-01-30,72.5395
2017-01-31,72.9025
2017-02-01,72.599
2017-02-02,72.308
2017-02-03,72.451
2017-02-06,72.2345
2017-02-07,71.95
2017-02-08,71.7365
2017-02-09,71.145
2017-02-10,71.139
2017-02-13,70.98
2017-02-14,70.695
2017-02-15,70.8945
2017-02-16,71.598
2017-02-17,71.1985
2017-02-20,71.0095
2017-02-21,70.582
2017-02-22,70.6725
2017-02-23,70.5715
2017-02-24,70.3975
2017-02-27,70.615
2017-02-28,70.575
2017-03-01,70.5255
2017-03-02,70.1675
2017-03-03,70.9405
2017-03-06,70.552
2017-03-07,70.3995
2017-03-08,70.377
2017-03-09,70.5385
2017-03-10,71.0275
2017-03-13,70.5045
2017-03-14,69.7475
2017-03-15,70.4505
2017-03-16,70.3935
2017-03-17,70.307
2017-03-20,70.174
2017-03-21,70.644
2017-03-22,70.6715
2017-03-23,70.58
2017-03-24,70.6525
2017-03-27,70.614
2017-03-28,70.3335
2017-03-29,69.851
2017-03-30,69.238
2017-03-31,69.0955
2017-04-03,69.3295
2017-04-04,69.4635
2017-04-05,69.1795
2017-04-06,68.7695
2017-04-07,68.062
2017-04-10,68.459
2017-04-11,68.4445
2017-04-12,68.9985
2017-04-13,68.402
2017-04-14,68.423
2017-04-17,68.629
2017-04-18,69.328
2017-04-19,69.2625
2017-04-20,69.2565
2017-04-21,69.3565
2017-04-24,70.0845
2017-04-25,70.287
2017-04-26,69.924
2017-04-27,69.7125
2017-04-28,70.0565
2017-05-01,70.0315
2017-05-02,70.1325
2017-05-03,69.847
2017-05-04,70.537
2017-05-05,70.7305
2017-05-08,70.307
2017-05-09,70.333
2017-05-10,70.2235
2017-05-11,69.9535
2017-05-12,70.224
2017-05-15,70.3115
2017-05-16,70.978
2017-05-17,71.5595
2017-05-18,72.036
2017-05-19,72.358
2017-05-22,72.493
2017-05-23,72.5755
2017-05-24,72.6655
2017-05-25,72.3665
2017-05-26,72.1415
2017-05-29,72.0525
2017-05-30,72.3005
2017-05-31,72.532
2017-06-01,72.3
2017-06-02,72.673
2017-06-05,72.4225
2017-06-06,72.661
2017-06-07,72.5345
2017-06-08,72.05
2017-06-09,71.9255
2017-06-12,72.2365
2017-06-13,72.134
2017-06-14,72.0585
2017-06-15,71.9575
2017-06-16,72.185
2017-06-19,71.9055
2017-06-20,71.862
2017-06-21,72.0675
2017-06-22,72.051
2017-06-23,72.207
2017-06-26,72.048
2017-06-27,73.1085
2017-06-28,73.4165
2017-06-29,73.974
2017-06-30,73.835
2017-07-03,73.693
2017-07-04,73.5075
2017-07-05,73.561
2017-07-06,73.9355
2017-07-07,73.679
2017-07-10,73.4985
2017-07-11,74.043
2017-07-12,73.5785
2017-07-13,73.4745
2017-07-14,73.8875
2017-07-17,73.8585
2017-07-18,74.314
2017-07-19,74.01
2017-07-20,74.8715
2017-07-21,75.0925
2017-07-24,74.9685
2017-07-25,74.989
2017-07-26,75.514
2017-07-27,74.8755
2017-07-28,75.348
2017-07-31,76.0255
2017-08-01,75.642
2017-08-02,75.4455
2017-08-03,75.6175
2017-08-04,74.958
2017-08-07,75.3025
2017-08-08,74.8575
2017-08-09,75.093
2017-08-10,75.4525
2017-08-11,75.817
2017-08-14,75.498
2017-08-15,75.245
2017-08-16,75.509
2017-08-17,75.233
2017-08-18,75.3885
2017-08-21,75.746
2017-08-22,75.362
2017-08-23,75.621
2017-08-24,75.5665
2017-08-25,76.3195
2017-08-28,76.552
2017-08-29,76.642
2017-08-30,76.0455
2017-08-31,76.1465
2017-09-01,75.9275
2017-09-04,76.182
2017-09-05,76.3745
2017-09-06,76.3405
2017-09-07,76.965
2017-09-08,76.765
2017-09-11,76.4215
2017-09-12,76.6225
2017-09-13,76.0855
2017-09-14,76.4275
2017-09-15,76.5665
2017-09-18,76.6945
2017-09-19,77.1215
2017-09-20,76.4635
2017-09-21,77.396
2017-09-22,77.417
2017-09-25,77.163
2017-09-26,77.197
2017-09-27,77.1825
2017-09-28,77.163
2017-09-29,77.157
2017-10-02,76.628
2017-10-03,76.906
2017-10-04,76.4785
2017-10-05,76.2915
2017-10-06,76.7405
2017-10-09,76.73
2017-10-10,77.0375
2017-10-11,77.273
2017-10-12,76.969
2017-10-13,76.4945
2017-10-16,76.3235
2017-10-17,76.514
2017-10-18,76.684
2017-10-19,77.032
2017-10-20,76.653
2017-10-23,76.395
2017-10-24,76.5525
2017-10-25,76.696
2017-10-26,75.542
2017-10-27,75.5115
2017-10-30,75.5685
2017-10-31,75.4075
2017-11-01,75.018
2017-11-02,75.2815
2017-11-03,74.9475
2017-11-06,75.0295
2017-11-07,75.3815
2017-11-08,75.278
2017-11-09,75.641
2017-11-10,76.044
2017-11-13,76.3455
2017-11-14,77.171
2017-11-15,76.9635
2017-11-16,76.8525
2017-11-17,76.685
2017-11-20,76.3785
2017-11-21,76.156
2017-11-22,76.701
2017-11-23,76.5255
2017-11-24,77.1665
2017-11-27,76.715
2017-11-28,76.2715
2017-11-29,76.2505
2017-11-30,76.769
2017-12-01,76.721
2017-12-04,76.3935
2017-12-05,76.112
2017-12-06,76.1195
2017-12-07,76.0185
2017-12-08,75.8575
2017-12-11,75.7395
2017-12-12,75.6305
2017-12-13,76.2335
2017-12-14,75.7795
2017-12-15,75.3195
2017-12-18,75.649
2017-12-19,75.847
2017-12-20,76.114
2017-12-21,76.014
2017-12-22,75.9185
2017-12-25,75.9855
2017-12-26,75.954
2017-12-27,76.226
2017-12-28,76.531
2017-12-29,76.595
2018-01-01,76.4795
2018-01-02,76.5265
2018-01-03,76.3015
2018-01-04,76.511
2018-01-05,76.198
2018-01-08,75.9605
2018-01-09,76.003
2018-01-10,76.0185
2018-01-11,76.6315
2018-01-12,77.5215
2018-01-15,77.8885
2018-01-16,78.492
2018-01-17,77.8505
2018-01-18,78.167
2018-01-19,78.01
2018-01-22,78.342
2018-01-23,78.418
2018-01-24,78.989
2018-01-25,78.7365
2018-01-26,78.985
2018-01-29,78.753
2018-01-30,78.988
2018-01-31,78.9355
2018-02-01,80.039
2018-02-02,79.916
2018-02-05,79.3255
2018-02-06,79.4975
2018-02-07,78.8395
2018-02-08,78.748
2018-02-09,78.763
2018-02-12,79.013
2018-02-13,79.38
2018-02-14,79.8045
2018-02-15,79.913
2018-02-16,79.665
2018-02-19,79.7185
2018-02-20,80.0245
2018-02-21,79.6065
2018-02-22,80.1175
2018-02-23,79.5515
2018-02-26,79.78
2018-02-27,79.4165
2018-02-28,79.517
2018-03-01,80.0205
2018-03-02,80.3345
2018-03-05,80.215
2018-03-06,80.508
