"Date","Price","Open","High","Low","Change %"
"Nov 08, 2016","73.0425","73.6935","73.8455","72.9455","-0.88%"
"Nov 07, 2016","73.6900","74.3870","74.4000","73.5940","-0.55%"
"Nov 06, 2016","74.0964","74.0964","74.0964","74.0964","-0.43%"
"Nov 04, 2016","74.4165","74.0040","74.4435","73.9370","0.51%"
"Nov 03, 2016","74.0385","74.0670","74.2575","73.7510","-0.07%"
"Nov 02, 2016","74.0885","73.7070","74.2155","73.6710","0.48%"
"Nov 01, 2016","73.7350","73.2030","73.8700","73.0560","0.69%"
"Oct 31, 2016","73.2275","73.3410","73.4175","72.9860","0.47%"
"Oct 30, 2016","72.8878","72.8878","72.8878","72.8878","-0.66%"
"Oct 28, 2016","73.3690","72.8560","73.4510","72.8090","0.67%"
"Oct 27, 2016","72.8800","72.9100","73.2260","72.7520","-0.08%"
"Oct 26, 2016","72.9405","72.7210","73.1565","72.5970","0.28%"
"Oct 25, 2016","72.7385","72.7030","72.8775","72.4860","0.00%"
"Oct 24, 2016","72.7370","72.8020","72.8930","72.5900","-0.12%"
"Oct 23, 2016","72.8253","72.8253","72.8253","72.8253","-0.02%"
"Oct 21, 2016","72.8415","73.0140","73.0815","72.6660","-0.28%"
"Oct 20, 2016","73.0450","73.1130","73.7580","72.8910","-0.13%"
"Oct 19, 2016","73.1370","73.2550","73.4030","72.9760","-0.19%"
"Oct 18, 2016","73.2755","73.4430","73.6565","73.1390","-0.26%"
"Oct 17, 2016","73.4645","73.1910","73.5835","73.1230","0.00%"
"Oct 16, 2016","73.4619","73.4619","73.4619","73.4619","0.36%"
"Oct 14, 2016","73.1955","73.8370","73.8875","73.0930","-0.89%"
"Oct 13, 2016","73.8515","73.5090","73.8995","73.4720","0.41%"
"Oct 12, 2016","73.5505","73.8480","73.9805","73.4850","-0.44%"
"Oct 11, 2016","73.8785","74.0280","74.2085","73.6970","-0.24%"
"Oct 10, 2016","74.0590","74.5490","74.6070","73.9560","-0.36%"
"Oct 09, 2016","74.3261","74.3261","74.3261","74.3261","-0.37%"
"Oct 07, 2016","74.6005","74.3430","74.6405","74.0690","0.31%"
"Oct 06, 2016","74.3705","74.5700","74.7205","74.2670","-0.30%"
"Oct 05, 2016","74.5975","74.6040","74.8295","74.4420","-0.05%"
"Oct 04, 2016","74.6355","74.5800","74.7205","74.0240","0.04%"
"Oct 03, 2016","74.6045","74.7510","74.8565","74.4790","0.37%"
"Oct 02, 2016","74.3310","74.3310","74.3310","74.3310","-0.65%"
"Sep 30, 2016","74.8155","74.9660","75.0285","74.2790","-0.22%"
"Sep 29, 2016","74.9835","74.3990","75.1455","74.3350","0.76%"
"Sep 28, 2016","74.4165","74.4480","74.7085","74.2930","-0.11%"
"Sep 27, 2016","74.4955","74.9480","75.0445","74.3840","-0.63%"
"Sep 26, 2016","74.9660","74.8540","75.1040","74.7900","0.11%"
"Sep 25, 2016","74.8850","74.8850","74.8850","74.8850","0.00%"
"Sep 23, 2016","74.8850","74.6580","74.9940","74.5620","0.28%"
"Sep 22, 2016","74.6795","74.6880","75.1175","74.5600","0.00%"
"Sep 21, 2016","74.6795","74.6910","74.9895","74.4990","-0.05%"
"Sep 20, 2016","74.7150","74.8320","75.1110","74.6380","-0.18%"
"Sep 19, 2016","74.8465","74.8450","74.9735","74.6140","0.00%"
"Sep 18, 2016","74.8460","74.8460","74.8460","74.8460","0.01%"
"Sep 16, 2016","74.8390","75.1460","75.2840","74.7680","-0.45%"
"Sep 15, 2016","75.1740","75.1090","75.4680","75.0300","0.04%"
"Sep 14, 2016","75.1470","75.2870","75.3530","74.9190","-0.24%"
"Sep 13, 2016","75.3315","74.9560","75.5175","74.8850","0.48%"
"Sep 12, 2016","74.9735","75.0950","75.3515","74.8840","0.10%"
"Sep 11, 2016","74.8990","75.1599","75.1599","74.8990","-0.32%"
"Sep 09, 2016","75.1395","75.0010","75.2805","74.7510","0.14%"
"Sep 08, 2016","75.0325","74.6900","75.2725","74.6490","0.40%"
"Sep 07, 2016","74.7345","74.5620","74.7835","74.4170","0.18%"
"Sep 06, 2016","74.6015","74.0180","74.6825","73.9720","0.69%"
"Sep 05, 2016","74.0875","74.4230","74.5925","74.0050","-0.58%"
"Sep 04, 2016","74.5170","74.5170","74.5170","74.5170","0.00%"
"Sep 02, 2016","74.5165","74.7790","75.1185","74.2360","-0.38%"
"Sep 01, 2016","74.7970","74.7040","74.9690","74.5050","0.08%"
"Aug 31, 2016","74.7355","74.8010","74.9085","74.4720","-0.11%"
"Aug 30, 2016","74.8190","75.0680","75.1620","74.6870","-0.36%"
"Aug 29, 2016","75.0930","75.1210","75.3350","74.9400","-0.80%"
"Aug 28, 2016","75.7011","75.7011","75.7011","75.7011","0.69%"
"Aug 26, 2016","75.1795","75.5900","75.9605","75.0000","-0.57%"
"Aug 25, 2016","75.6140","75.5850","75.7730","75.5080","-0.05%"
"Aug 24, 2016","75.6540","75.8570","76.0340","75.4220","-0.30%"
"Aug 23, 2016","75.8780","76.0190","76.1750","75.8110","-0.24%"
"Aug 22, 2016","76.0630","75.8360","76.2800","75.6530","0.03%"
"Aug 21, 2016","76.0400","76.0400","76.0400","76.0400","0.00%"
"Aug 19, 2016","76.0395","75.8410","76.1105","75.7010","0.21%"
"Aug 18, 2016","75.8785","75.5170","75.9655","75.4250","0.49%"
"Aug 17, 2016","75.5120","75.3920","75.7200","75.2310","0.12%"
"Aug 16, 2016","75.4230","74.7300","75.5520","74.7140","0.88%"
"Aug 15, 2016","74.7680","74.5760","74.9180","74.5760","0.10%"
"Aug 14, 2016","74.6960","74.6960","74.6960","74.6960","0.03%"
"Aug 12, 2016","74.6755","74.3220","74.9715","74.2620","0.45%"
"Aug 11, 2016","74.3405","74.5860","74.7625","74.2880","-0.37%"
"Aug 10, 2016","74.6200","74.2090","74.6830","74.1280","0.50%"
"Aug 09, 2016","74.2500","74.0610","74.2780","73.9390","0.19%"
"Aug 08, 2016","74.1090","74.0820","74.2280","73.9180","-0.41%"
"Aug 07, 2016","74.4158","74.4158","74.4158","74.4158","0.43%"
"Aug 05, 2016","74.0975","74.3680","74.5295","73.7990","-0.39%"
"Aug 04, 2016","74.3865","74.4140","74.7025","74.2750","-0.07%"
"Aug 03, 2016","74.4385","74.8190","75.1325","74.3800","-0.57%"
"Aug 02, 2016","74.8670","74.4980","74.9240","74.4400","0.46%"
"Aug 01, 2016","74.5255","74.4460","74.6405","74.3720","0.13%"
"Jul 31, 2016","74.4260","74.4260","74.4260","74.4260","-0.07%"
"Jul 29, 2016","74.4805","74.2070","74.7465","74.1540","0.35%"
"Jul 28, 2016","74.2210","74.1440","74.5450","74.0810","0.07%"
"Jul 27, 2016","74.1715","73.9210","74.2265","73.5910","0.27%"
"Jul 26, 2016","73.9690","74.1090","74.2560","73.8710","-0.19%"
"Jul 25, 2016","74.1130","73.6410","74.1740","73.4990","0.55%"
"Jul 24, 2016","73.7050","73.7050","73.7050","73.7050","0.00%"
"Jul 22, 2016","73.7050","74.0390","74.1340","73.5060","-0.45%"
"Jul 21, 2016","74.0365","73.9430","74.2985","73.7220","0.08%"
"Jul 20, 2016","73.9805","74.0370","74.1605","73.7610","-0.12%"
"Jul 19, 2016","74.0725","74.3230","74.4775","73.8910","-0.37%"
"Jul 18, 2016","74.3470","74.0880","74.4650","74.0400","0.36%"
"Jul 17, 2016","74.0800","74.0800","74.0800","74.0800","-0.02%"
"Jul 15, 2016","74.0965","74.2920","74.7825","74.0110","-0.31%"
"Jul 14, 2016","74.3295","74.2900","74.7095","74.1480","0.01%"
"Jul 13, 2016","74.3205","74.0400","74.5005","73.9930","0.34%"
"Jul 12, 2016","74.0710","74.2160","74.7230","74.0130","-0.23%"
"Jul 11, 2016","74.2405","74.1780","74.4285","73.9450","-0.38%"
"Jul 10, 2016","74.5245","74.5245","74.5245","74.5245","0.41%"
"Jul 08, 2016","74.2190","74.6380","74.8500","74.0140","-0.60%"
"Jul 07, 2016","74.6700","74.7950","74.9150","74.5090","-0.20%"
"Jul 06, 2016","74.8225","74.6660","74.9235","74.3690","0.18%"
"Jul 05, 2016","74.6900","74.9890","75.3970","74.5580","-0.46%"
"Jul 04, 2016","75.0375","74.8380","75.1195","74.5970","0.29%"
"Jul 03, 2016","74.8230","74.8230","74.8230","74.8230","0.00%"
"Jul 01, 2016","74.8225","74.9380","75.1715","74.6120","-0.19%"
"Jun 30, 2016","74.9660","74.9820","75.3410","74.4220","-0.05%"
"Jun 29, 2016","75.0065","74.9020","75.2415","74.7170","0.09%"
"Jun 28, 2016","74.9370","74.8370","75.4270","74.7490","0.10%"
"Jun 27, 2016","74.8650","75.1260","75.2370","74.4940","-0.20%"
"Jun 26, 2016","75.0185","75.0185","75.0185","75.0185","-0.59%"
"Jun 24, 2016","75.4675","76.6200","76.9235","73.9470","-1.51%"
"Jun 23, 2016","76.6210","76.1660","76.8570","76.1350","0.56%"
"Jun 22, 2016","76.1975","76.0250","76.4065","75.9690","0.23%"
"Jun 21, 2016","76.0190","76.3890","76.6420","75.9910","-0.53%"
"Jun 20, 2016","76.4270","75.6530","76.9560","75.6470","1.04%"
"Jun 19, 2016","75.6390","75.5527","75.6390","75.5527","0.00%"
"Jun 17, 2016","75.6390","75.5360","75.8830","75.3370","0.09%"
"Jun 16, 2016","75.5675","75.4930","75.9795","74.8820","0.05%"
"Jun 15, 2016","75.5270","75.3770","75.7980","75.2060","0.14%"
"Jun 14, 2016","75.4215","75.8490","75.9305","75.2890","-0.59%"
"Jun 13, 2016","75.8670","75.3170","75.9430","75.1900","0.72%"
"Jun 12, 2016","75.3280","75.3280","75.3280","75.3280","0.00%"
"Jun 10, 2016","75.3280","75.5130","75.7040","75.2400","-0.28%"
"Jun 09, 2016","75.5375","75.7790","76.0595","75.3590","-0.31%"
"Jun 08, 2016","75.7700","75.6860","75.9810","75.6580","0.08%"
"Jun 07, 2016","75.7105","75.8150","76.0445","75.5550","-0.17%"
"Jun 06, 2016","75.8365","76.0400","76.2085","75.6850","-0.42%"
"Jun 05, 2016","76.1580","76.1580","76.1580","76.1580","-0.00%"
"Jun 03, 2016","76.1585","74.9920","76.2255","74.8610","1.53%"
"Jun 02, 2016","75.0105","75.4200","75.6445","74.8980","-0.58%"
"Jun 01, 2016","75.4515","74.7920","75.5265","74.5920","0.85%"
"May 31, 2016","74.8165","74.7830","75.1655","74.6350","-0.07%"
"May 30, 2016","74.8720","74.4800","74.9770","74.3800","0.49%"
"May 29, 2016","74.5050","74.5050","74.5050","74.5050","0.00%"
"May 27, 2016","74.5050","74.8860","75.1600","74.3160","-0.55%"
"May 26, 2016","74.9175","75.0180","75.3895","74.7190","-0.17%"
"May 25, 2016","75.0430","75.3220","75.4650","74.8220","-0.40%"
"May 24, 2016","75.3470","75.6090","76.0190","75.2790","-0.37%"
"May 23, 2016","75.6265","75.5870","75.8275","75.4020","-0.07%"
"May 22, 2016","75.6800","75.6800","75.6800","75.6800","0.03%"
"May 20, 2016","75.6590","75.5310","75.8170","75.3700","0.15%"
"May 19, 2016","75.5485","75.2870","75.8315","75.2090","0.31%"
"May 18, 2016","75.3115","75.5740","75.7055","75.2390","-0.39%"
"May 17, 2016","75.6055","75.6430","75.8445","75.4040","-0.08%"
"May 16, 2016","75.6640","75.5820","75.8140","75.4700","0.08%"
"May 15, 2016","75.6060","75.6060","75.6060","75.6060","0.02%"
"May 13, 2016","75.5930","75.9240","76.0110","75.4080","-0.47%"
"May 12, 2016","75.9490","76.0350","76.1730","75.7920","-0.12%"
"May 11, 2016","76.0425","75.7550","76.2105","75.7230","0.36%"
"May 10, 2016","75.7730","75.9590","76.1020","75.6720","-0.28%"
"May 09, 2016","75.9835","75.9040","76.1175","75.6310","0.03%"
"May 08, 2016","75.9580","75.9580","75.9580","75.9580","0.00%"
"May 06, 2016","75.9575","75.8980","76.4825","75.7720","0.06%"
"May 05, 2016","75.9090","76.5090","76.6190","75.7160","-0.82%"
"May 04, 2016","76.5340","76.4910","76.7750","76.3130","0.02%"
"May 03, 2016","76.5220","76.5060","77.0260","76.3780","-0.00%"
"May 02, 2016","76.5240","76.0040","76.5750","75.9610","0.60%"
"May 01, 2016","76.0700","76.0700","76.0700","76.0700","-0.03%"
"Apr 29, 2016","76.0965","75.3670","76.1355","75.2530","0.94%"
"Apr 28, 2016","75.3850","75.0970","75.6000","75.0030","0.34%"
"Apr 27, 2016","75.1320","74.9920","75.6750","74.9490","0.14%"
"Apr 26, 2016","75.0265","75.0960","75.3905","74.8700","-0.15%"
"Apr 25, 2016","75.1405","74.8350","75.2305","74.7350","0.40%"
"Apr 24, 2016","74.8430","74.8430","74.8430","74.8430","-0.05%"
"Apr 22, 2016","74.8825","75.0350","75.2535","74.7300","-0.23%"
"Apr 21, 2016","75.0535","74.7230","75.5255","74.6760","0.41%"
"Apr 20, 2016","74.7475","75.0950","75.4305","74.6280","-0.51%"
"Apr 19, 2016","75.1325","75.1190","75.5225","75.0460","-0.01%"
"Apr 18, 2016","75.1435","75.2710","75.4425","75.0780","-0.09%"
"Apr 17, 2016","75.2130","75.2130","75.2130","75.2130","0.00%"
"Apr 15, 2016","75.2130","75.0300","75.3440","74.8810","0.23%"
"Apr 14, 2016","75.0415","74.9430","75.1795","74.8210","0.10%"
"Apr 13, 2016","74.9680","75.4380","75.6400","74.8860","-0.66%"
"Apr 12, 2016","75.4695","75.5960","76.2315","75.3420","-0.20%"
"Apr 11, 2016","75.6205","75.8880","76.0885","75.4700","-0.34%"
"Apr 10, 2016","75.8750","75.8750","75.8750","75.8750","-0.00%"
"Apr 08, 2016","75.8780","75.9240","76.0110","75.5300","-0.09%"
"Apr 07, 2016","75.9490","75.7980","76.1330","75.4240","0.17%"
"Apr 06, 2016","75.8230","75.5900","76.1040","75.4280","0.28%"
"Apr 05, 2016","75.6145","75.2830","75.8815","75.1900","0.41%"
"Apr 04, 2016","75.3080","75.5860","75.7500","75.0810","-0.37%"
"Apr 03, 2016","75.5900","75.5900","75.5900","75.5900","0.02%"
"Apr 01, 2016","75.5770","75.3790","75.9170","75.2140","0.24%"
"Mar 31, 2016","75.3980","75.2370","75.6170","74.8860","0.19%"
"Mar 30, 2016","75.2560","74.9130","75.4490","74.8480","0.42%"
"Mar 29, 2016","74.9445","74.5430","75.0555","74.2600","0.50%"
"Mar 28, 2016","74.5745","74.5770","74.7185","74.2480","-0.31%"
"Mar 27, 2016","74.8040","74.8040","74.8040","74.8040","0.24%"
"Mar 25, 2016","74.6215","74.7540","74.8615","74.5000","-0.20%"
"Mar 24, 2016","74.7715","74.8040","74.8745","74.4880","-0.11%"
"Mar 23, 2016","74.8550","74.8480","74.9850","74.4870","-0.03%"
"Mar 22, 2016","74.8795","74.7480","75.0625","74.6120","0.17%"
"Mar 21, 2016","74.7525","74.7900","75.0885","74.6350","-0.07%"
"Mar 20, 2016","74.8080","74.8080","74.8080","74.8080","-0.01%"
"Mar 18, 2016","74.8145","75.3750","75.5405","74.6980","-0.79%"
"Mar 17, 2016","75.4065","75.3700","75.6575","74.9670","0.01%"
"Mar 16, 2016","75.4015","74.8190","75.5355","74.3510","0.75%"
"Mar 15, 2016","74.8430","74.5060","74.9940","74.4700","0.37%"
"Mar 14, 2016","74.5635","74.6560","74.9125","74.3180","0.09%"
"Mar 13, 2016","74.4960","74.4960","74.4960","74.4960","-0.17%"
"Mar 11, 2016","74.6235","75.2210","75.4795","74.2670","-0.83%"
"Mar 10, 2016","75.2460","73.8450","75.5550","72.4000","1.86%"
"Mar 09, 2016","73.8695","74.0720","74.1685","73.4800","-0.31%"
"Mar 08, 2016","74.0970","73.7570","74.5050","73.7300","0.43%"
"Mar 07, 2016","73.7815","73.7170","73.8285","73.3610","0.16%"
"Mar 06, 2016","73.6618","73.6618","73.6618","73.6618","0.01%"
"Mar 04, 2016","73.6580","73.5210","73.9840","73.0780","0.14%"
"Mar 03, 2016","73.5555","73.2550","73.7665","73.0620","0.42%"
"Mar 02, 2016","73.2455","73.6100","73.7225","72.9770","-0.52%"
"Mar 01, 2016","73.6275","74.1320","74.4125","73.3350","-0.72%"
"Feb 29, 2016","74.1625","75.1190","75.2445","74.0580","-2.06%"
"Feb 28, 2016","75.7189","75.7189","75.7189","75.7189","0.75%"
"Feb 26, 2016","75.1575","75.7500","76.1295","75.0250","-0.86%"
"Feb 25, 2016","75.8060","75.3390","76.0570","75.2450","0.59%"
"Feb 24, 2016","75.3635","75.5230","75.6975","75.1130","-0.26%"
"Feb 23, 2016","75.5580","75.5530","75.9170","75.2530","-0.04%"
"Feb 22, 2016","75.5885","76.3680","76.4515","75.4140","-0.96%"
"Feb 21, 2016","76.3210","76.3210","76.3210","76.3210","-0.00%"
"Feb 19, 2016","76.3215","76.1040","76.4365","75.8270","0.25%"
"Feb 18, 2016","76.1295","76.0110","76.4245","75.8200","0.12%"
"Feb 17, 2016","76.0360","76.2750","76.7490","75.9510","-0.36%"
"Feb 16, 2016","76.3070","75.9690","76.6000","75.9300","0.40%"
"Feb 15, 2016","76.0005","76.6280","76.7355","75.8450","-1.19%"
"Feb 14, 2016","76.9189","76.9189","76.9189","76.9189","0.28%"
"Feb 12, 2016","76.7045","77.5320","77.6085","76.4050","-1.07%"
"Feb 11, 2016","77.5360","76.5970","77.8730","76.4770","1.20%"
"Feb 10, 2016","76.6150","76.6550","76.8890","75.7300","-0.08%"
"Feb 09, 2016","76.6800","76.1530","77.0440","75.8390","0.66%"
"Feb 08, 2016","76.1810","75.6370","76.3050","75.3930","0.68%"
"Feb 07, 2016","75.6690","75.6690","75.6690","75.6690","0.00%"
"Feb 05, 2016","75.6685","75.6790","75.9385","75.2170","-0.05%"
"Feb 04, 2016","75.7040","75.4100","76.0320","75.0340","0.36%"
"Feb 03, 2016","75.4345","74.1910","75.7265","74.1530","1.63%"
"Feb 02, 2016","74.2215","73.8480","74.3985","73.8010","0.49%"
"Feb 01, 2016","73.8620","73.5070","74.1080","73.3240","-0.23%"
"Jan 31, 2016","74.0313","74.0313","74.0313","74.0313","0.65%"
"Jan 29, 2016","73.5555","74.4110","74.6055","73.3210","-1.19%"
"Jan 28, 2016","74.4425","74.1910","74.6635","73.9610","0.29%"
"Jan 27, 2016","74.2285","73.6150","74.3925","73.4980","0.80%"
"Jan 26, 2016","73.6430","73.4830","73.7630","73.3510","0.18%"
"Jan 25, 2016","73.5075","72.9540","73.5775","72.8610","0.37%"
"Jan 24, 2016","73.2350","73.2350","73.2350","73.2350","0.41%"
"Jan 22, 2016","72.9325","73.6940","73.7945","72.8530","-1.08%"
"Jan 21, 2016","73.7255","74.0020","74.3715","73.1000","-0.39%"
"Jan 20, 2016","74.0125","73.8530","74.7595","73.8280","0.17%"
"Jan 19, 2016","73.8875","73.6660","74.1355","73.3390","0.25%"
"Jan 18, 2016","73.7000","73.9900","74.1580","73.4140","-0.12%"
"Jan 17, 2016","73.7889","73.7889","73.7889","73.7889","-0.27%"
"Jan 15, 2016","73.9895","73.1140","74.4925","73.0240","1.16%"
"Jan 14, 2016","73.1420","72.7490","73.7890","72.7480","0.49%"
"Jan 13, 2016","72.7865","72.6530","72.8735","72.1710","0.13%"
"Jan 12, 2016","72.6905","72.4640","73.0085","72.2810","0.26%"
"Jan 11, 2016","72.5015","73.0230","73.3825","72.3990","0.04%"
"Jan 10, 2016","72.4750","72.4750","72.4750","72.4750","-0.82%"
"Jan 08, 2016","73.0740","73.1080","73.1490","72.0260","-0.10%"
"Jan 07, 2016","73.1490","71.8770","73.2170","71.8210","1.73%"
"Jan 06, 2016","71.9075","71.4290","72.1015","71.4080","0.64%"
"Jan 05, 2016","71.4535","72.0880","72.2005","71.2410","-0.92%"
"Jan 04, 2016","72.1155","71.8940","72.8845","71.6870","0.07%"
"Jan 03, 2016","72.0666","72.0666","72.0666","72.0666","0.19%"
"Jan 01, 2016","71.9310","71.8910","71.9660","71.7800","0.04%"
"Dec 31, 2015","71.9055","72.6600","72.6975","71.8250","-1.06%"
"Dec 30, 2015","72.6740","72.2980","72.7540","72.2900","0.50%"
"Dec 29, 2015","72.3125","72.5210","72.9895","72.2010","-0.31%"
"Dec 28, 2015","72.5390","72.2940","72.7870","72.2740","0.37%"
"Dec 27, 2015","72.2702","72.2702","72.2702","72.2702","-0.28%"
"Dec 25, 2015","72.4765","72.3260","72.4895","72.2280","0.19%"
"Dec 24, 2015","72.3405","72.0290","72.4505","71.9920","0.41%"
"Dec 23, 2015","72.0430","72.5520","72.5890","71.7440","-0.72%"
"Dec 22, 2015","72.5665","72.2880","72.7445","72.2430","0.36%"
"Dec 21, 2015","72.3095","72.0120","72.4535","71.8920","0.45%"
"Dec 20, 2015","71.9860","71.9860","71.9860","71.9860","-0.03%"
"Dec 18, 2015","72.0060","71.8900","72.2190","71.6330","0.14%"
"Dec 17, 2015","71.9040","72.5400","72.5610","71.6210","-0.88%"
"Dec 16, 2015","72.5415","73.0770","73.3015","72.3480","-0.72%"
"Dec 15, 2015","73.0645","73.7310","74.1595","72.8250","-0.93%"
"Dec 14, 2015","73.7485","73.7380","74.1165","73.3170","0.43%"
"Dec 13, 2015","73.4315","73.4315","73.4315","73.4315","-0.49%"
"Dec 11, 2015","73.7930","73.0210","73.9840","72.9330","1.04%"
"Dec 10, 2015","73.0350","73.7030","73.7790","72.8310","-0.92%"
"Dec 09, 2015","73.7110","72.7830","73.8460","72.6880","1.21%"
"Dec 08, 2015","72.8310","72.3370","72.8690","72.2850","0.66%"
"Dec 07, 2015","72.3515","72.5310","72.6035","71.9800","-0.26%"
"Dec 06, 2015","72.5380","72.5380","72.5380","72.5380","-0.02%"
"Dec 04, 2015","72.5505","73.0440","73.2505","72.2270","-0.69%"
"Dec 03, 2015","73.0515","70.6560","73.3185","70.2690","3.35%"
"Dec 02, 2015","70.6860","70.6020","70.8500","70.2070","0.08%"
"Dec 01, 2015","70.6290","70.2140","70.7310","70.1800","0.59%"
"Nov 30, 2015","70.2145","70.7360","70.8525","70.1180","-0.93%"
"Nov 29, 2015","70.8750","70.8750","70.8750","70.8750","0.00%"
"Nov 27, 2015","70.8750","70.6140","71.0650","70.5360","0.35%"
"Nov 26, 2015","70.6255","70.5120","70.8085","70.4150","0.14%"
"Nov 25, 2015","70.5260","70.4990","70.8980","70.0800","0.02%"
"Nov 24, 2015","70.5095","70.5880","70.9545","70.4610","-0.15%"
"Nov 23, 2015","70.6180","70.3080","70.7230","70.0590","-0.12%"
"Nov 22, 2015","70.7025","70.7025","70.7025","70.7025","0.54%"
"Nov 20, 2015","70.3255","70.9170","71.0195","70.2620","-0.87%"
"Nov 19, 2015","70.9410","70.3470","71.1280","70.3470","0.79%"
"Nov 18, 2015","70.3875","70.2280","70.8445","70.1750","0.22%"
"Nov 17, 2015","70.2335","70.4010","70.5365","70.1070","-0.25%"
"Nov 16, 2015","70.4085","71.0390","71.2365","70.3490","-1.13%"
"Nov 15, 2015","71.2150","71.2150","71.2150","71.2150","0.01%"
"Nov 13, 2015","71.2080","71.4090","71.5220","70.7890","-0.35%"
"Nov 12, 2015","71.4550","70.9630","71.5280","70.6330","0.66%"
"Nov 11, 2015","70.9855","70.9760","71.3285","70.6770","-0.01%"
"Nov 10, 2015","70.9900","71.4430","71.5440","70.6910","-0.65%"
"Nov 09, 2015","71.4570","70.9570","71.6730","70.8650","0.59%"
"Nov 08, 2015","71.0410","71.0410","71.0410","71.0410","0.00%"
"Nov 06, 2015","71.0410","71.6510","71.7280","70.5420","-0.89%"
"Nov 05, 2015","71.6820","71.2600","71.8070","71.1730","0.55%"
"Nov 04, 2015","71.2910","71.8920","71.9480","70.9320","-0.86%"
"Nov 03, 2015","71.9130","72.1920","72.2410","71.6880","-0.44%"
"Nov 02, 2015","72.2325","72.1070","72.5265","72.0000","0.29%"
"Nov 01, 2015","72.0210","72.0210","72.0210","72.0210","0.03%"
"Oct 30, 2015","72.0010","71.8190","72.4430","71.5420","0.22%"
"Oct 29, 2015","71.8400","70.9380","71.8790","70.8080","1.28%"
"Oct 28, 2015","70.9325","71.9250","72.0845","70.7660","-1.40%"
"Oct 27, 2015","71.9390","71.7650","71.9970","71.6590","0.22%"
"Oct 26, 2015","71.7795","71.4160","71.8115","71.2860","0.40%"
"Oct 25, 2015","71.4950","71.4950","71.4950","71.4950","-0.00%"
"Oct 23, 2015","71.4955","72.0290","72.3725","71.3250","-0.75%"
"Oct 22, 2015","72.0365","73.8380","73.9535","71.9670","-2.48%"
"Oct 21, 2015","73.8690","73.7450","74.1850","73.7150","0.12%"
"Oct 20, 2015","73.7825","73.5030","74.0625","73.4590","0.36%"
"Oct 19, 2015","73.5175","73.4210","73.7875","73.2350","0.09%"
"Oct 18, 2015","73.4480","73.4480","73.4480","73.4480","0.04%"
"Oct 16, 2015","73.4155","73.7200","74.0465","73.3880","-0.44%"
"Oct 15, 2015","73.7380","74.2600","74.5400","73.6060","-0.72%"
"Oct 14, 2015","74.2745","74.0440","74.4315","73.9760","0.25%"
"Oct 13, 2015","74.0885","73.5630","74.2795","73.4800","0.69%"
"Oct 12, 2015","73.5780","73.5400","73.9390","73.5030","0.00%"
"Oct 11, 2015","73.5770","73.5770","73.5770","73.5770","0.00%"
"Oct 09, 2015","73.5770","73.0910","73.7910","73.0380","0.64%"
"Oct 08, 2015","73.1090","72.9050","73.6750","72.8740","0.25%"
"Oct 07, 2015","72.9255","73.3820","73.7305","72.7160","-0.66%"
"Oct 06, 2015","73.4100","72.8670","73.5860","72.8170","0.76%"
"Oct 05, 2015","72.8555","73.3280","73.6415","72.6950","-0.58%"
"Oct 04, 2015","73.2770","73.2770","73.2770","73.2770","0.01%"
"Oct 02, 2015","73.2705","73.4560","74.1075","72.9930","-0.29%"
"Oct 01, 2015","73.4800","73.2040","73.5760","72.9490","0.34%"
"Sep 30, 2015","73.2280","74.0230","74.2310","73.0530","-1.12%"
"Sep 29, 2015","74.0605","74.4930","74.8365","73.8450","-0.62%"
"Sep 28, 2015","74.5210","74.0390","74.5470","73.6720","0.60%"
"Sep 27, 2015","74.0740","74.0740","74.0740","74.0740","0.00%"
"Sep 25, 2015","74.0735","74.2100","74.2565","73.4970","-0.23%"
"Sep 24, 2015","74.2410","74.0090","74.9540","73.7750","0.28%"
"Sep 23, 2015","74.0370","73.2670","74.2220","73.1610","1.02%"
"Sep 22, 2015","73.2910","73.4710","73.8180","73.1410","-0.29%"
"Sep 21, 2015","73.5050","74.3210","74.5940","73.4040","-1.31%"
"Sep 20, 2015","74.4810","74.4810","74.4810","74.4810","0.02%"
"Sep 18, 2015","74.4675","75.5410","75.6835","74.1140","-1.45%"
"Sep 17, 2015","75.5625","74.7430","75.6125","74.6640","1.08%"
"Sep 16, 2015","74.7575","74.8480","75.2355","74.4870","-0.14%"
"Sep 15, 2015","74.8625","74.9500","75.2245","74.7030","-0.20%"
"Sep 14, 2015","75.0110","75.0730","75.5010","74.8370","-0.11%"
"Sep 13, 2015","75.0970","75.0970","75.0970","75.0970","-0.02%"
"Sep 11, 2015","75.1140","74.7610","75.3540","74.6820","0.44%"
"Sep 10, 2015","74.7815","74.6290","75.0595","74.2360","0.18%"
"Sep 09, 2015","74.6465","74.2310","74.6865","73.8420","0.54%"
"Sep 08, 2015","74.2455","74.6930","74.8655","74.0920","-0.60%"
"Sep 07, 2015","74.6945","74.3900","74.7585","74.2110","0.47%"
"Sep 06, 2015","74.3470","74.3470","74.3470","74.3470","0.02%"
"Sep 04, 2015","74.3340","73.5120","74.6320","73.4450","1.10%"
"Sep 03, 2015","73.5265","74.3070","74.4915","73.2560","-1.07%"
"Sep 02, 2015","74.3250","75.0750","75.2420","74.2270","-1.04%"
"Sep 01, 2015","75.1095","74.4300","75.1755","74.3910","0.85%"
"Aug 31, 2015","74.4785","73.8990","74.7355","73.8060","0.67%"
